Date,Time,BLOCK,Cblock,lat,lon,ABO,ALF,ARD,BEN,CHN,DAU,DOU,FID,GER,ILA,KAS,KEV,LAF,LAN,MAC,MAS,MOR,MUG,SAM,TAL,TRS,URS
07/09/2016,07:15,20F,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
08/09/2016,07:15,20F,20F,1.729677971,31.56344804,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
09/09/2016,07:15,20F,20F,1.729677971,31.56344804,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10/09/2016,07:30,20F,20F,1.729677971,31.56344804,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14/09/2016,07:30,17D,15D,1.727719037,31.55893103,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1
15/09/2016,08:00,254,254,1.719674673,31.56832773,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
16/09/2016,10:30,29F,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2016,08:30,220,20 0,1.724181036,31.56353001,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
18/09/2016,07:15,17F,15F,1.72976397,31.55887504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19/09/2016,07:00,17D,15D,1.727719037,31.55893103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21/09/2016,08:15,27D,25D,1.727356017,31.567857,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
26/09/2016,08:30,16F,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/09/2016,10:45,30L,30L,1.735002995,31.57228701,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
01/10/2016,07:00,17F,15F,1.72976397,31.55887504,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
03/10/2016,08:15,20H,20H,1.731942007,31.56338601,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
04/10/2016,07:15,20N,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
06/10/2016,08:00,25R,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/10/2016,07:00,20N,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2016,07:00,20N,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/10/2016,08:45,20R,20R,1.740444023,31.56336204,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
18/10/2016,09:00,30R,30R,1.740334975,31.57222398,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19/10/2016,06:45,35R,35R,1.740344027,31.57725899,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
20/10/2016,08:15,35R,35R,1.740344027,31.57725899,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14/11/2016,09:00,25V,25V,1.746960031,31.56784502,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
15/11/2016,08:00,220,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17/11/2016,07:00,17D,15D,1.727719037,31.55893103,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
18/11/2016,07:30,25T,25T,1.744286036,31.56784301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/11/2016,06:45,20F,20F,1.729677971,31.56344804,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20/11/2016,07:00,202,202,1.722116992,31.56363001,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1
21/11/2016,07:00,204,204,1.719719013,31.56370402,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
22/11/2016,08:00,17F,15F,1.72976397,31.55887504,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23/11/2016,08:00,21H,20H,1.731942007,31.56338601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24/11/2016,07:30,22B,20B,1.725783991,31.56343102,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
25/11/2016,06:45,17D,15D,1.727719037,31.55893103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26/11/2016,06:30,17B,15B,1.725589028,31.55888996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27/11/2016,08:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28/11/2016,07:45,17F,15F,1.72976397,31.55887504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/11/2016,07:00,13N,10N,1.736824047,31.55441293,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
30/11/2016,07:15,13L,10L,1.734331017,31.55417497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
01/12/2016,07:00,13L,10L,1.734331017,31.55417497,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
02/12/2016,07:00,17D,15D,1.727719037,31.55893103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/12/2016,08:00,17D,15D,1.727719037,31.55893103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/12/2016,07:00,17D,15D,1.727719037,31.55893103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
05/12/2016,06:45,17D,15D,1.727719037,31.55893103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
06/12/2016,07:00,15R,15R,1.740442012,31.55883799,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
07/12/2016,07:00,17R,15R,1.740442012,31.55883799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
08/12/2016,07:15,25F,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2016,07:30,17H,15H,1.731914012,31.55885903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2016,08:45,25L,25L,1.735076001,31.56786497,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
13/12/2016,07:00,13N,10N,1.736824047,31.55441293,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
14/12/2016,07:15,10H,10H,1.731179003,31.55409903,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
15/12/2016,07:30,13N,10N,1.736824047,31.55441293,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
16/12/2016,07:30,10H,10H,1.731179003,31.55409903,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
17/12/2016,07:00,13N,10N,1.736824047,31.55441293,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
18/12/2016,07:15,10H,10H,1.731179003,31.55409903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19/12/2016,06:30,13N,10N,1.736824047,31.55441293,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20/12/2016,07:15,13N,10N,1.736824047,31.55441293,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
21/12/2016,07:30,13N,10N,1.736824047,31.55441293,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0
22/12/2016,07:45,13N,10N,1.736824047,31.55441293,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
28/12/2016,13:45,27H,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29/12/2016,07:45,27N,25N,1.736929994,31.56783496,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
03/01/2017,07:00,30F,30F,1.729244962,31.57237401,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
05/01/2017,09:00,21D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/01/2017,07:30,17B,15B,1.725589028,31.55888996,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
07/01/2017,08:00,25D,25D,1.727356017,31.567857,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
08/01/2017,08:00,25D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/01/2017,07:15,25D,25D,1.727356017,31.567857,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
10/01/2017,08:15,27F,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
11/01/2017,07:30,25D,25D,1.727356017,31.567857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12/01/2017,07:30,27L,25L,1.735076001,31.56786497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
13/01/2017,07:00,27L,25L,1.735076001,31.56786497,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14/01/2017,07:30,25D,25D,1.727356017,31.567857,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
15/01/2017,07:45,25R,25R,1.740493979,31.56802297,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16/01/2017,07:45,30R,30R,1.740334975,31.57222398,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18/01/2017,08:00,35R,35R,1.740344027,31.57725899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19/01/2017,07:30,37D,35D,1.727491971,31.57734498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20/01/2017,07:45,27P,25P,1.739358986,31.56804199,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21/01/2017,08:00,30R,30R,1.740334975,31.57222398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22/01/2017,07:45,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/01/2017,08:00,270,250,1.720032999,31.54681097,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24/01/2017,09:15,37H,35H,1.732096989,31.57712697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25/01/2017,07:30,25R,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27/01/2017,08:45,32N,30N,1.737150019,31.57219699,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2017,07:30,32N,30N,1.737150019,31.57219699,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29/01/2017,07:30,32D,30D,1.727519967,31.57217402,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12/02/2017,07:45,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
27/02/2017,08:15,25B,25B,1.725720959,31.56794501,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
28/02/2017,07:45,35J,35J,1.733449996,31.57691499,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1
01/03/2017,07:00,17B,15B,1.725589028,31.55888996,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2017,07:30,35J,35J,1.733449996,31.57691499,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1
03/03/2017,10:30,154,154,1.719761007,31.55904503,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
04/03/2017,07:30,25B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
05/03/2017,09:30,22B,20B,1.725783991,31.56343102,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2017,07:30,32B,30B,1.72577301,31.57226304,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
07/03/2017,09:00,22F,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
09/03/2017,07:30,30F,30F,1.729244962,31.57237401,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
11/03/2017,07:00,32B,30B,1.72577301,31.57226304,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
12/03/2017,07:30,32L,30L,1.735002995,31.57228701,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
13/03/2017,07:45,27D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14/03/2017,07:15,30L,30L,1.735002995,31.57228701,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/03/2017,08:30,32L,30L,1.735002995,31.57228701,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16/03/2017,07:30,32J,30J,1.733300965,31.57212901,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
17/03/2017,08:30,32L,30L,1.735002995,31.57228701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/03/2017,07:15,32J,30J,1.733300965,31.57212901,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
21/03/2017,08:00,35P,35P,1.738795973,31.57720702,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22/03/2017,08:30,37L,35L,1.735000983,31.57721599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23/03/2017,07:30,37J,35J,1.733449996,31.57691499,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0
26/03/2017,08:00,32L,30L,1.735002995,31.57228701,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27/03/2017,08:45,32H,30H,1.731982995,31.57225801,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
28/03/2017,08:15,172,152,1.72208799,31.558983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29/03/2017,07:30,10D,10D,1.728045009,31.55418403,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2017,07:45,302,302,1.721977433,31.57211677,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31/03/2017,07:45,154,154,1.719761007,31.55904503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2017,06:45,20 0,20 0,1.724181036,31.56353001,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
02/04/2017,07:00,15L,15L,1.735025961,31.55892701,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
03/04/2017,07:30,15P,15P,1.738765966,31.55887898,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
04/04/2017,07:00,162,152,1.72208799,31.558983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2017,07:00,10B,10B,1.726113986,31.55419802,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
06/04/2017,08:00,222,202,1.722116992,31.56363001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2017,07:15,8D,5D,1.728261011,31.54975897,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
08/04/2017,08:30,204,204,1.719719013,31.56370402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09/04/2017,07:00,20 0,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
10/04/2017,07:00,100,100,1.724095959,31.55444898,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
11/04/2017,07:00,20 0,20 0,1.724181036,31.56353001,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12/04/2017,11:30,222,202,1.722116992,31.56363001,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
13/04/2017,07:00,110,100,1.724095959,31.55444898,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
14/04/2017,07:45,22P,20P,1.739070984,31.56355499,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
15/04/2017,08:00,254,254,1.719674673,31.56832773,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18/04/2017,08:00,10H,10H,1.731179003,31.55409903,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
19/04/2017,07:45,220,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
21/04/2017,08:15,20R,20R,1.740444023,31.56336204,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
24/04/2017,07:00,29F,25F,1.72952299,31.56782297,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
26/04/2017,09:00,9G,5F,1.730185999,31.54985997,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0
27/04/2017,11:00,10G,10F,1.729655005,31.55426902,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
28/04/2017,07:15,17D,15D,1.727719037,31.55893103,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
30/04/2017,08:30,15P,15P,1.738765966,31.55887898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
02/05/2017,07:15,16J,15J,1.733443039,31.55888996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03/05/2017,07:15,15R,15R,1.740442012,31.55883799,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
04/05/2017,07:15,10N,10N,1.736824047,31.55441293,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0
05/05/2017,08:00,20R,20R,1.740444023,31.56336204,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
06/05/2017,07:30,32N,30N,1.737150019,31.57219699,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/05/2017,12:00,15R,15R,1.740442012,31.55883799,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
08/05/2017,07:45,32N,30N,1.737150019,31.57219699,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
09/05/2017,07:15,13N,10N,1.736824047,31.55441293,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
10/05/2017,07:45,32N,30N,1.737150019,31.57219699,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
11/05/2017,07:30,32N,30N,1.737150019,31.57219699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12/05/2017,07:15,32N,30N,1.737150019,31.57219699,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13/05/2017,10:00,35N,35N,1.737316987,31.57718296,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0
14/05/2017,07:45,35N,35N,1.737316987,31.57718296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/05/2017,07:15,32P,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16/05/2017,07:15,32N,30N,1.737150019,31.57219699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/05/2017,08:45,17R,15R,1.740442012,31.55883799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18/05/2017,08:15,32N,30N,1.737150019,31.57219699,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19/05/2017,07:15,32N,30N,1.737150019,31.57219699,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20/05/2017,07:30,32N,30N,1.737150019,31.57219699,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21/05/2017,08:00,35N,35N,1.737316987,31.57718296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/05/2017,07:45,32P,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/05/2017,07:45,10R,10R,1.740615517,31.55405478,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24/05/2017,09:00,35R,35R,1.740344027,31.57725899,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
25/05/2017,08:45,30R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
26/05/2017,07:45,32P,30P,1.739380024,31.57213404,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27/05/2017,08:15,25R,25R,1.740493979,31.56802297,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28/05/2017,08:45,27B,25B,1.725720959,31.56794501,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/05/2017,09:15,32N,30N,1.737150019,31.57219699,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/05/2017,07:15,30H,30H,1.731982995,31.57225801,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01/06/2017,08:15,10L,10L,1.734331017,31.55417497,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
02/06/2017,09:00,17N,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
04/06/2017,07:45,27J,25J,1.733472962,31.567842,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
05/06/2017,07:45,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
06/06/2017,07:45,37J,35J,1.733449996,31.57691499,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
